['Class: Corticosteroids', 'ATC Class: D07AB10', 'VA Class: DE200', 'Chemical Name: (7α,11β,16α)-7-Chloro-11-hydroxy-16-methyl-17,21-bis (1-oxopropoxy)pregna-1,4-diene-3,20-dione', 'Molecular Formula: C28H37ClO7', 'CAS Number: 66734-13-2', 'Brands: Aclovate']|https://www.drugs.com/monograph/alclometasone-dipropionate.html
['Generic Name: trimethoprim hydrochloride', 'Dosage Form: oral solution']|https://www.drugs.com/pro/primsol-oral-solution.html
['Generic Name: hydrocortisone (Topical application route)']|https://www.drugs.com/cons/hydrozone-plus.html
['Generic Name: quetiapine (kwe TYE a peen)Brand Names: SEROquel, SEROquel XR']|https://www.drugs.com/seroquel.html
['Generic Name: fluoride (FLOR ide)Brand Name: Altaflor, Ethedent Chewable, Fluor-A-Day, Fluoritab, Flura-Drops, Flura-Loz, Flura-Tab, Karidium, Lozi-Flur, Luride, Nafrinse, Pharmaflur, Pharmaflur 1.1']|https://www.drugs.com/mtm/flura-loz.html
['Generic Name: senna (SEN nah)Brand Name: Black Draught, Dr Caldwell Laxative, Ex-Lax Chocolated, Ex-Lax Maximum Relief Formula, Ex-Lax Regular Strength Pills, Fletchers Castoria, Innerclean, Little Tummys Laxative Drops, Pedia-Lax, Perdiem Overnight, Senexon, Senna, Senna Lax, Senna Smooth, Senna-gen, Senokot, Senokot Extra, Senokot To Go, SenokotXTRA, SenoSol, SenoSol-X']|https://www.drugs.com/mtm/little-tummys-laxative-drops.html
['Generic Name: Povidone-Iodine (Vaginal) (POE vi done EYE oh dyne)Brand Name: Operand Povidone-Iodine, Summers Eve Disp Medicated']|https://www.drugs.com/cdi/povidone-iodine-vaginal.html
['Generic Name: testosterone', 'Dosage Form: subcutaneous pellet']|https://www.drugs.com/pro/testopel.html
['Generic Name: Fluticasone Cream and Lotion (floo TIK a sone)Brand Name: Cutivate']|https://www.drugs.com/cdi/fluticasone-cream-and-lotion.html
['Generic Name: jojoba topical (Ho ho ba TOP ih kcal)Brand Name: ']|https://www.drugs.com/mtm/jojoba-topical.html
['Generic Name: indomethacin (Rectal route)']|https://www.drugs.com/cons/rhodacine.html
['Generic Name: hemin (HEE min)Brand Name: Panhematin']|https://www.drugs.com/mtm/hemin.html
['Trogarzo']|https://www.drugs.com/cons/ibalizumab-uiyk-intravenous.html
['Class: Antineoplastic AgentsNote: This monograph also contains information on daunorubicin citrate', 'VA Class: AN200', 'Chemical Name: (7S,9S)-9-acetyl-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione', 'Molecular Formula: C27H29NO10', 'CAS Number: 20830-81-3', 'Brands: Cerubidine, DaunoXome']|https://www.drugs.com/monograph/daunorubicin-hydrochloride.html
['Luzu']|https://www.drugs.com/cons/luliconazole-topical-application.html
['Generic Name: Menthol Gel, Liquid, and Solution (MEN thole)Brand Name: Aspercreme Heat, Aspercreme Max Roll-On, Bengay Cold Therapy, Bengay Vanishing Scent, Bengay Zero Degrees, ...show all 32 brand names.Berri-Freez Pain Relieving, Biofreeze, Biofreeze Colorless Gel, Biofreeze Roll-On Colorless Gel, Blue Gel, Blue-Emu Maximum Strength, Cold Therapy Pain Relief, Cool N Heat Maximum Strength, Fast Freeze Pro Style Therapy, Flexall, Gold Bond Pain Relieving Foot, Ice Blue, Icy Hot, Icy Hot Medicated Spray, Icy Hot Pain Relieving Gel, Icy Hot Power, Mineral Freeze, Mineral Ice, Pain Relief Maximum Strength, Pain Relieving Gel, PolarFrost, Sombra Cool Therapy, Stopain, Stopain Roll-On, Therapeutic Ice, Therapeutic Menthol, Zims Max-Freeze']|https://www.drugs.com/cdi/biofreeze-menthol-gel-liquid-and-solution.html
