['Generic Name: palbociclib (PAL boe SYE klib)Brand Name: Ibrance']|https://www.drugs.com/mtm/palbociclib.html
['Dosage Form: injection']|https://www.drugs.com/pro/standardized-grass-pollen.html
['Generic Name: testosterone (Topical application route)']|https://www.drugs.com/cons/first-testosterone-mc.html
['Generic Name: norethindrone (nor eth IN drone)Brand Name: Aygestin, Camila, Errin, Jolivette, Nora-Be, Ortho Micronor, ...show all 16 brand namesNor-QD, Heather, Jencycla, Norlyroc, Deblitane, Sharobel, Lyza, Norlyda, Tulana, Incassia']|https://www.drugs.com/mtm/norethindrone.html
['Generic Name: alprazolam (Oral route)']|https://www.drugs.com/cons/xanax-oral.html
['Generic Name: Acetaminophen and Pseudoephedrine (a seet a MIN oh fen & soo doe e FED rin)Brand Name: Nexafed Sinus Pressure + Pain']|https://www.drugs.com/cdi/nexafed-sinus-pressure-pain.html
['Generic Name: telmisartan (TEL mi SAR tan)Brand Names: Micardis']|https://www.drugs.com/micardis.html
['Dosage Form: injection, solution, concentrate']|https://www.drugs.com/pro/levofloxacin-injection-concentrate.html
['Generic Name: lecithin (LEH sih thin)Brand Name: Lecithin-Softgels']|https://www.drugs.com/mtm/lecithin-softgels.html
['Generic Name: chlorpheniramine (KLOR fen IR a meen)Brand Name: Aller-Chlor, Allergy Relief, C.P.M., Chlo-Amine, Chlor-Mal, ChlorTan, Chlor-Trimeton, Ed ChlorPed, Ed-Chlor Ped Jr, Ed-Chlortan, PediaTan, Triaminic Allergy, Wal-finate']|https://www.drugs.com/mtm/chlor-mal.html
['Generic Name: Tacrolimus 0.03% Ointment (ta KROE li mus)Brand Name: Protopic']|https://www.drugs.com/cdi/tacrolimus-0-03-ointment.html
['Generic Name: Manganese Capsules and Tablets (MAN ga nees)Brand Name: Mangimin, MN-50']|https://www.drugs.com/cdi/mn-50.html
['Generic Name: valerian (vah LEH ree un)Brand Name: Valerian, Valerian Root']|https://www.drugs.com/mtm/valerian.html
['Generic Name: Artificial Tears Eye Drops (ar ti FISH il tears)Brand Name: Bion Tears, Blink Tears, Clear Eyes All Seasons, Clear Eyes Natural Tears, Dakrina, ...show all 30 brand names.Dwelle, Freshkote, HypoTears, LiquiTears, Moisture Eyes, Murine Tears, NutraTear, Optics Mini Drops, Refresh, Soothe, Soothe Hydration, Soothe XP, Systane, Systane Balance, Systane Contacts, Systane Preservative Free, Systane Ultra, Systane Ultra Home-Away Pack, Systane Ultra PF, Tears Again, Tears Naturale Forte, Tears Naturale II, Tears Pure, Ultra Lubricant Eye Drops, Viva-Drops']|https://www.drugs.com/cdi/systane-preservative-free.html
